SCHEMA;TABLE_NAME;COLUMN_NAME;TABLE_KEY
DELTA;GEN_A3AREASETOR;CODA3AREASETOR;SIM
DELTA;GEN_A3AREASETOR;CODA3SETOR;SIM
DELTA;GEN_A3AREASETOR;CODSTATUS;SIM
DELTA;GEN_A3AREASETOR;DSCNOME;SIM
DELTA;GEN_A3AREASETOR;IDTPODEANEXARARQUIVOS;SIM
DELTA;GEN_A3CLASSIFICACAO;CODA3CLASSIFICACAO;SIM
DELTA;GEN_A3CLASSIFICACAO;CODSTATUS;SIM
DELTA;GEN_A3CLASSIFICACAO;DSCA3CLASSIFICACAO;SIM
DELTA;GEN_A3CLASSIFICACAO;IDTPOSSUISUBCLASSIFICACAO;SIM
DELTA;GEN_A3CLASSIFICACAO;IDTPOSSUIVALOR;SIM
DELTA;GEN_A3IMAGENS;CODA3IMAGENS;SIM
DELTA;GEN_A3IMAGENS;CODREGISTROA3;SIM
DELTA;GEN_A3IMAGENS;IDTTIPOPROCESSO;SIM
DELTA;GEN_A3IMAGENS;LOBIMAGEM;SIM
DELTA;GEN_A3IMAGENS;LOBTHUMBNAIL;SIM
DELTA;GEN_A3PLANOACAO;CODA3PLANOACAO;SIM
DELTA;GEN_A3PLANOACAO;CODREGISTROA3;SIM
DELTA;GEN_A3PLANOACAO;CODSTATUS;SIM
DELTA;GEN_A3PLANOACAO;CODUSUARIO;SIM
DELTA;GEN_A3PLANOACAO;DATPRAZO;SIM
DELTA;GEN_A3PLANOACAO;DSCA3PLANOACAO;SIM
DELTA;GEN_A3PLANOACAO;DSCOBSERVACAO;NAO
DELTA;GEN_A3PLANOACAOANEXOS;CODA3PLANOACAO;SIM
DELTA;GEN_A3PLANOACAOANEXOS;CODA3PLANOACAOANEXOS;SIM
DELTA;GEN_A3PLANOACAOANEXOS;DSCNOMEARQUIVO;SIM
DELTA;GEN_A3PLANOACAOANEXOS;LOBARQUIVO;SIM
DELTA;GEN_A3RESPONSAVEIS;CODA3RESPONSAVEL;SIM
DELTA;GEN_A3RESPONSAVEIS;CODREGISTROA3;SIM
DELTA;GEN_A3RESPONSAVEIS;CODUSUARIO;SIM
DELTA;GEN_A3SETOR;CODA3SETOR;SIM
DELTA;GEN_A3SETOR;CODSTATUS;SIM
DELTA;GEN_A3SETOR;DSCNOME;SIM
DELTA;GEN_A3SETOR;DSCTITULO;NAO
DELTA;GEN_A3STATUS;CODSTATUS;SIM
DELTA;GEN_A3STATUS;DSCCOR;NAO
DELTA;GEN_A3STATUS;DSCSTATUS;SIM
DELTA;GEN_A3SUBCLASSIFICACAO;CODA3CLASSIFICACAO;SIM
DELTA;GEN_A3SUBCLASSIFICACAO;CODA3SUBCLASSIFICACAO;SIM
DELTA;GEN_A3SUBCLASSIFICACAO;CODSTATUS;SIM
DELTA;GEN_A3SUBCLASSIFICACAO;DSCA3SUBCLASSIFICACAO;SIM
DELTA;GEN_A3USUARIOAREASETOR;CODA3AREASETOR;SIM
DELTA;GEN_A3USUARIOAREASETOR;CODA3USUARIOAREASETOR;SIM
DELTA;GEN_A3USUARIOAREASETOR;CODSTATUS;SIM
DELTA;GEN_A3USUARIOAREASETOR;CODUSUARIO;SIM
DELTA;GEN_A3USUARIOAREASETOR;IDTGESTORAREA;SIM
DELTA;GEN_ACAOCONFRONTOEFDMX;CODACAOCONFRONTOEFDMX;SIM
DELTA;GEN_ACAOCONFRONTOEFDMX;DATCADASTRO;SIM
DELTA;GEN_ACAOCONFRONTOEFDMX;DSCACAOCONFRONTOEFDMX;SIM
DELTA;GEN_ACAOCONFRONTOEFDMX;IDTSITUACAO;SIM
DELTA;GEN_ACAONOTA;CODACAOCONFRONTOEFDMX;SIM
DELTA;GEN_ACAONOTA;CODACAONOTA;SIM
DELTA;GEN_ACAONOTA;DSCCHAVEACESSO;SIM
DELTA;GEN_ACAONOTA;NUMNOTA;SIM
DELTA;GEN_ACAONOTAAUDITORIA;CODACAONOTA;SIM
DELTA;GEN_ACAONOTAAUDITORIA;CODACAONOTAAUDITORIA;SIM
DELTA;GEN_ACAONOTAAUDITORIA;CODUSUARIOREGISTRO;SIM
DELTA;GEN_ACAONOTAAUDITORIA;DATCADASTRO;SIM
DELTA;GEN_ACAONOTAAUDITORIA;DSCOBSERVACAO;SIM
DELTA;GEN_ACESSOEXTERNOAPI;CODACESSOEXTERNOAPI;SIM
DELTA;GEN_ACESSOEXTERNOAPI;CODPERSONA;NAO
DELTA;GEN_ACESSOEXTERNOAPI;CODUSUARIO;SIM
DELTA;GEN_ACESSOEXTERNOAPI;CODUSUARIOCDASTRO;SIM
DELTA;GEN_ACESSOEXTERNOAPI;DATCADASTRO;SIM
DELTA;GEN_ACESSOEXTERNOAPI;DSCACESSOEXTERNOAPI;SIM
DELTA;GEN_ACESSOEXTERNOAPI;IDTTIPOPERSONA;SIM
DELTA;GEN_ACESSOEXTERNOAPI;TOKENACESSO;SIM
DELTA;GEN_ACESSOUSUARIOAPPS;CODUSUARIO;SIM
DELTA;GEN_ACESSOUSUARIOAPPS;DSCCHAVESENHA;NAO
DELTA;GEN_ACESSOUSUARIOPOPUPPRECO;CODPOPUP;SIM
DELTA;GEN_ACESSOUSUARIOPOPUPPRECO;CODUSUARIO;SIM
DELTA;GEN_AGENCIA;CODAGENCIA;SIM
DELTA;GEN_AGENCIA;CODBANCO;SIM
DELTA;GEN_AGENCIA;DSCAGENCIA;SIM
DELTA;GEN_AGENCIAITAU;CODAGENCIA;SIM
DELTA;GEN_AGENCIAITAU;CODCIDADE;NAO
DELTA;GEN_AGENCIAITAU;DSCAGENCIA;NAO
DELTA;GEN_AGRUPAMENTOCONFIGSOMA;CODAGRUPAMENTO;SIM
DELTA;GEN_AGRUPAMENTOCONFIGSOMA;DSCAGRUPAMENTO;SIM
DELTA;GEN_AGRUPAMENTOCONFIGSOMA;IDTSITUACAO;SIM
DELTA;GEN_AGRUPAMENTOCONFIGSOMA;QTDDIASSALDOPENDENTE;NAO
DELTA;GEN_AGRUPAMENTOCONFIGSOMA;QTDMESESLANCAMENTO;NAO
DELTA;GEN_AGRUPAMENTOCONFIGSOMAITEM;CODAGRUPAMENTO;SIM
DELTA;GEN_AGRUPAMENTOCONFIGSOMAITEM;CODAGRUPAMENTOITEM;SIM
DELTA;GEN_AGRUPAMENTOCONFIGSOMAITEM;CODGRUPO;SIM
DELTA;GEN_AGRUPAMENTOCONFIGSOMAPER;CODAGRUPAMENTO;SIM
DELTA;GEN_AGRUPAMENTOCONFIGSOMAPER;CODAGRUPAMENTOPER;SIM
DELTA;GEN_AGRUPAMENTOCONFIGSOMAPER;CODEMPRESA;SIM
DELTA;GEN_AGRUPAMENTOCONFIGSOMAPER;QTDMESESMAXIMO;NAO
DELTA;GEN_AGRUPAMENTOCONFIGSOMAPER;QTDMESESPERIODO;SIM
DELTA;GEN_AGRUPAMENTOCONFIGSOMAPER;QTDMESESSEGURANCA;NAO
DELTA;GEN_AGRUPAMENTOGRUPOS;CODAGRUPAMENTO;SIM
DELTA;GEN_AGRUPAMENTOGRUPOS;DSCAGRUPAMENTO;SIM
DELTA;GEN_AGRUPAMENTOGRUPOS;IDTUTILIZACAMPANHA;NAO
DELTA;GEN_AGRUPAMENTOGRUPOSAUDITORIA;CODAGRUPAMENTO;SIM
DELTA;GEN_AGRUPAMENTOGRUPOSAUDITORIA;CODAUDITORIA;SIM
DELTA;GEN_AGRUPAMENTOGRUPOSAUDITORIA;CODGRUPO;NAO
DELTA;GEN_AGRUPAMENTOGRUPOSAUDITORIA;CODUSUARIO;SIM
DELTA;GEN_AGRUPAMENTOGRUPOSAUDITORIA;DATAUDITORIA;SIM
DELTA;GEN_AGRUPAMENTOGRUPOSAUDITORIA;DSCACAO;SIM
DELTA;GEN_AGRUPAMENTOGRUPOSAUDITORIA;DSCAUDITORIA;SIM
DELTA;GEN_AGRUPAMENTOGRUPOSAUDITORIA;DSCOBSERVACAO;NAO
DELTA;GEN_AGRUPAMENTOGRUPOSAUDITORIA;VALANTERIOR;NAO
DELTA;GEN_AGRUPAMENTOGRUPOSAUDITORIA;VALATUAL;NAO
DELTA;GEN_AGRUPAMENTOGRUPOSITEM;CODAGRUPAMENTO;SIM
DELTA;GEN_AGRUPAMENTOGRUPOSITEM;CODGRUPO;SIM
DELTA;GEN_AGRUPAMENTOVEICULO;CODAGRUPAMENTO;SIM
DELTA;GEN_AGRUPAMENTOVEICULO;CODAGRUPAMENTOPAI;SIM
DELTA;GEN_AGRUPAMENTOVEICULO;CODTIPOAGRUPAMENTO;SIM
DELTA;GEN_AGRUPAMENTOVEICULO;CODTIPOAGRUPAMENTOPAI;SIM
DELTA;GEN_AGRUPAMENTOVEICULO;CODUSUARIOCRIACAO;NAO
DELTA;GEN_AGRUPAMENTOVEICULO;DATCRIACAO;NAO
DELTA;GEN_AGRUPAMENTOVEICULO;DSCAGRUPAMENTO;SIM
DELTA;GEN_AGRUPAMENTOVEICULO;IDTSTATUS;SIM
DELTA;GEN_AGRUPGRUPOORCAMENTO;CODAGRUPAMENTO;SIM
DELTA;GEN_AGRUPGRUPOORCAMENTO;CODAGRUPGRUPOORCAMENTO;SIM
DELTA;GEN_AGRUPGRUPOORCAMENTO;CODGRUPOORCAMENTO;SIM
DELTA;GEN_AJUDA;CODAJUDA;SIM
DELTA;GEN_AJUDA;DSCAJUDA;NAO
DELTA;GEN_AJUDA;NOMAJUDA;NAO
DELTA;GEN_AJUDAPALAVRA;CODAJUDA;SIM
DELTA;GEN_AJUDAPALAVRA;PALAVRA;SIM
DELTA;GEN_ALIQUOTA;CODEMPRESA;NAO
DELTA;GEN_ALIQUOTA;CODIGOTOTPARCIAL;NAO
DELTA;GEN_ALIQUOTA;DSCTIPO;NAO
DELTA;GEN_ALIQUOTA;IDTSERVICO;NAO
DELTA;GEN_ALIQUOTA;INDICEALIQUOTA;NAO
DELTA;GEN_ALIQUOTA;VALALIQUOTA;NAO
DELTA;GEN_AMBIENTE;CODAMBIENTE;SIM
DELTA;GEN_AMBIENTE;DSCAMBIENTE;SIM
DELTA;GEN_ANALISECREDITO;CODANALISECREDITO;SIM
DELTA;GEN_ANALISECREDITO;CODCLIENTE;SIM
DELTA;GEN_ANALISECREDITO;CODUSUARIOANALISE;SIM
DELTA;GEN_ANALISECREDITO;CODUSUARIOFECHAMENTO;SIM
DELTA;GEN_ANALISECREDITO;CODUSUARIOREAVALIACAO;SIM
DELTA;GEN_ANALISECREDITO;CODUSUARIOREAVFECHADA;SIM
DELTA;GEN_ANALISECREDITO;CODUSUARIOSOLICITANTE;SIM
DELTA;GEN_ANALISECREDITO;DATANALISE;NAO
DELTA;GEN_ANALISECREDITO;DATCREDITSCORE;NAO
DELTA;GEN_ANALISECREDITO;DATFECHAMENTO;NAO
DELTA;GEN_ANALISECREDITO;DATREAVALIACAO;NAO
DELTA;GEN_ANALISECREDITO;DATREAVFECHADA;NAO
DELTA;GEN_ANALISECREDITO;DATSOLICITACAO;SIM
DELTA;GEN_ANALISECREDITO;IDTGRADUACAOATUAL;NAO
DELTA;GEN_ANALISECREDITO;IDTRESTRICAOCREDITO;SIM
DELTA;GEN_ANALISECREDITO;IDTRESULTADOANALISE;SIM
DELTA;GEN_ANALISECREDITO;IDTSITUACAOANALISE;SIM
DELTA;GEN_ANALISECREDITO;IDTTIPOANALISE;SIM
DELTA;GEN_ANALISECREDITO;OBSANALISE;NAO
DELTA;GEN_ANALISECREDITO;OBSFATURAMENTO;NAO
DELTA;GEN_ANALISECREDITO;OBSREAVALIACAO;NAO
DELTA;GEN_ANALISECREDITO;OBSSOLICITANTE;NAO
DELTA;GEN_ANALISECREDITO;OBSSUPERVISAO;NAO
DELTA;GEN_ANALISECREDITO;VALCREDITSCORE;NAO
DELTA;GEN_ANALISECREDITO;VALLIMITEAPROVADO;NAO
DELTA;GEN_ANALISECREDITO;VALLIMITEATUAL;NAO
DELTA;GEN_ANALISECREDITOREFERENCIA;CODANALISECREDITO;SIM
DELTA;GEN_ANALISECREDITOREFERENCIA;CODCLIENTE;SIM
DELTA;GEN_ANALISECREDITOREFERENCIA;CODREFERENCIA;SIM
DELTA;GEN_ANALISECREDITOREFERENCIA;NOMCONTATO;NAO
DELTA;GEN_ANALISECREDITOREFERENCIA;NOMREFERENCIA;SIM
DELTA;GEN_ANALISECREDITOREFERENCIA;NUMTELEFONE;NAO
DELTA;GEN_ANALISECREDITORESTRICAO;CODANALISECREDITO;SIM
DELTA;GEN_ANALISECREDITORESTRICAO;CODCLIENTE;SIM
DELTA;GEN_ANALISECREDITORESTRICAO;CODTIPORESTRICAO;SIM
DELTA;GEN_APLICATIVOMOBILE;CODAPLICATIVOMOBILE;SIM
DELTA;GEN_APLICATIVOMOBILE;DATATULIZACAOVERSAO;NAO
DELTA;GEN_APLICATIVOMOBILE;DATCADASTRO;NAO
DELTA;GEN_APLICATIVOMOBILE;DSCAPLICATIVO;SIM
DELTA;GEN_APLICATIVOMOBILE;IDTATIVO;SIM
DELTA;GEN_APLICATIVOMOBILE;NUMVERSAOAPLICATIVO;NAO
DELTA;GEN_AREA;CODAREA;SIM
DELTA;GEN_AREA;DATCADASTRO;SIM
DELTA;GEN_AREA;DSCAREA;SIM
DELTA;GEN_AREA;IDTSTATUS;SIM
DELTA;GEN_AREANEGOCIO;CODAREA;SIM
DELTA;GEN_AREANEGOCIO;DSCAREA;NAO
DELTA;GEN_ARQUIVOSPROCESSADOS;CODSEQUENCIA;SIM
DELTA;GEN_ARQUIVOSPROCESSADOS;CODTIPOARQUIVO;SIM
DELTA;GEN_ARQUIVOSPROCESSADOS;CODUSUARIOIMPORTACAO;SIM
DELTA;GEN_ARQUIVOSPROCESSADOS;CODUSUARIOPROCESSAMENTO;NAO
DELTA;GEN_ARQUIVOSPROCESSADOS;DATIMPORTACAO;SIM
DELTA;GEN_ARQUIVOSPROCESSADOS;DATPROCESSAMENTO;NAO
DELTA;GEN_ARQUIVOSPROCESSADOS;DSCDESCRICAO;SIM
DELTA;GEN_ARQUIVOSPROCESSADOS;LOBARQUIVO;NAO
DELTA;GEN_ARQUIVOSPROCESSADOS;NOMARQUIVO;SIM
DELTA;GEN_ARQUIVOSPROCESSADOS;OBSOBSERVACAO;NAO
DELTA;GEN_ATIVIDADEPROCESSO;CODATIVIDADE;SIM
DELTA;GEN_ATIVIDADEPROCESSO;CODPROCESSO;SIM
DELTA;GEN_ATIVIDADEPROCESSO;CODTIPOATIVIDADE;SIM
DELTA;GEN_ATIVIDADEPROCESSO;CODTIPOPROCESSO;SIM
DELTA;GEN_ATIVIDADEPROCESSO;CODUSUARIOREGISTRO;SIM
DELTA;GEN_ATIVIDADEPROCESSO;DATFIMPREVISTO;SIM
DELTA;GEN_ATIVIDADEPROCESSO;DATINICIO;SIM
DELTA;GEN_ATIVIDADEPROCESSO;DATREFERENCIA;SIM
DELTA;GEN_ATIVIDADEPROCESSO;DATREGISTRO;NAO
DELTA;GEN_ATIVIDADEPROCESSO;DSCOBSERVACAO;NAO
DELTA;GEN_ATIVIDADEPROCESSO;IDTCANCELADO;NAO
DELTA;GEN_AUDAGRUPCONFIGSOMA;CODAGRUPAMENTO;NAO
DELTA;GEN_AUDAGRUPCONFIGSOMA;CODAUDAGRUPCONFIGSOMA;SIM
DELTA;GEN_AUDAGRUPCONFIGSOMA;DATAUDITORIA;NAO
DELTA;GEN_AUDAGRUPCONFIGSOMA;DSCACTION;NAO
DELTA;GEN_AUDAGRUPCONFIGSOMA;DSCAUDITORIA;NAO
DELTA;GEN_AUDAGRUPCONFIGSOMA;NOMUSUARIO;NAO
DELTA;GEN_AUDAGRUPCONFIGSOMA;VALANTIGO;NAO
DELTA;GEN_AUDAGRUPCONFIGSOMA;VALNOVO;NAO
DELTA;GEN_AUDCLIENTECREDI;CODAUDCLIENTECREDI;SIM
DELTA;GEN_AUDCLIENTECREDI;CODMODULO;SIM
DELTA;GEN_AUDCLIENTECREDI;CODSISTEMA;SIM
DELTA;GEN_AUDCLIENTECREDI;CODTIPOAUDITORIA;NAO
DELTA;GEN_AUDCLIENTECREDI;CODUSUARIO;SIM
DELTA;GEN_AUDCLIENTECREDI;DATTRANSACAO;NAO
DELTA;GEN_AUDCLIENTECREDI;DSCAUDITORIA;NAO
DELTA;GEN_AUDCLIENTECREDI;DSCJSON;SIM
DELTA;GEN_AUDCLIENTECREDI;IDTTIPOOPERACAO;SIM
DELTA;GEN_AUDFAMILIAITEMPELICULA;CODAUDITORIA;SIM
DELTA;GEN_AUDFAMILIAITEMPELICULA;CODFAMILIA;SIM
DELTA;GEN_AUDFAMILIAITEMPELICULA;CODUSUARIO;SIM
DELTA;GEN_AUDFAMILIAITEMPELICULA;DATAUDITORIA;NAO
DELTA;GEN_AUDFAMILIAITEMPELICULA;DSCACAO;NAO
DELTA;GEN_AUDFAMILIAITEMPELICULA;VALANTIGO;NAO
DELTA;GEN_AUDFAMILIAITEMPELICULA;VALNOVO;NAO
DELTA;GEN_AUDFAMILIAPELICULA;CODAUDITORIA;SIM
DELTA;GEN_AUDFAMILIAPELICULA;CODFAMILIA;SIM
DELTA;GEN_AUDFAMILIAPELICULA;CODUSUARIO;SIM
DELTA;GEN_AUDFAMILIAPELICULA;DATAUDITORIA;NAO
DELTA;GEN_AUDFAMILIAPELICULA;DSCACAO;NAO
DELTA;GEN_AUDFAMILIAPELICULA;VALANTIGO;NAO
DELTA;GEN_AUDFAMILIAPELICULA;VALNOVO;NAO
DELTA;GEN_AUDITALMOXTPOPER;CODALMOXARIFADO;SIM
DELTA;GEN_AUDITALMOXTPOPER;CODALMOXARIFADOTPOPER;NAO
DELTA;GEN_AUDITALMOXTPOPER;CODEMPRESA;SIM
DELTA;GEN_AUDITALMOXTPOPER;CODTIPOOPERACAO;SIM
DELTA;GEN_AUDITALMOXTPOPER;DATAUDITORIA;NAO
DELTA;GEN_AUDITALMOXTPOPER;DSCACTION;NAO
DELTA;GEN_AUDITALMOXTPOPER;DSCAUDITORIA;NAO
DELTA;GEN_AUDITALMOXTPOPER;DSCCONTROLE;NAO
DELTA;GEN_AUDITALMOXTPOPER;DSCTERMINAL;NAO
DELTA;GEN_AUDITALMOXTPOPER;IDTTIPOATENDIMENTO;NAO
DELTA;GEN_AUDITALMOXTPOPER;NOMUSUARIO;NAO
DELTA;GEN_AUDITALMOXTPOPER;VALANTERIOR;NAO
DELTA;GEN_AUDITALMOXTPOPER;VALATUAL;NAO
DELTA;GEN_AUDITBORDERODESPACHO;CODAUDITORIA;SIM
DELTA;GEN_AUDITBORDERODESPACHO;CODBORDERO;SIM
DELTA;GEN_AUDITBORDERODESPACHO;CODUSUARIOREGISTRO;SIM
DELTA;GEN_AUDITBORDERODESPACHO;DATCRIACAOBORDERO;NAO
DELTA;GEN_AUDITBORDERODESPACHO;DATREGISTRO;NAO
DELTA;GEN_AUDITBORDERODESPACHO;DSCALTERACAO;NAO
DELTA;GEN_AUDITBORDERODESPACHO;NUMNOTA;SIM
DELTA;GEN_AUDITINTERGLASSTRECHO;CODCFOP;NAO
DELTA;GEN_AUDITINTERGLASSTRECHO;CODEMPRESADESTINO;SIM
DELTA;GEN_AUDITINTERGLASSTRECHO;CODEMPRESAORIGEM;SIM
DELTA;GEN_AUDITINTERGLASSTRECHO;CODINTERGLASSMAPEAMENTO;NAO
DELTA;GEN_AUDITINTERGLASSTRECHO;CODINTERGLASSTRECHO;NAO
DELTA;GEN_AUDITINTERGLASSTRECHO;CODTIPOCUSTO;NAO
DELTA;GEN_AUDITINTERGLASSTRECHO;CODTIPOOPERACAOENTRADAMXM;NAO
DELTA;GEN_AUDITINTERGLASSTRECHO;CODTIPOOPERACAOMXM;SIM
DELTA;GEN_AUDITINTERGLASSTRECHO;CODTRECHODESTINO;SIM
DELTA;GEN_AUDITINTERGLASSTRECHO;CODTRECHOORIGEM;SIM
DELTA;GEN_AUDITINTERGLASSTRECHO;DATAUDITORIA;NAO
DELTA;GEN_AUDITINTERGLASSTRECHO;DSCACTION;NAO
DELTA;GEN_AUDITINTERGLASSTRECHO;DSCAUDITORIA;NAO
DELTA;GEN_AUDITINTERGLASSTRECHO;DSCCONTROLE;NAO
DELTA;GEN_AUDITINTERGLASSTRECHO;DSCCUSTO;NAO
DELTA;GEN_AUDITINTERGLASSTRECHO;DSCTERMINAL;NAO
DELTA;GEN_AUDITINTERGLASSTRECHO;IDTDIRETO;SIM
DELTA;GEN_AUDITINTERGLASSTRECHO;IDTEMITECUPOMFISCAL;SIM
DELTA;GEN_AUDITINTERGLASSTRECHO;IDTIMPORTADO;SIM
DELTA;GEN_AUDITINTERGLASSTRECHO;IDTTIPOPRODUTO;SIM
DELTA;GEN_AUDITINTERGLASSTRECHO;IDTTRIANGULAR;SIM
DELTA;GEN_AUDITINTERGLASSTRECHO;NOMUSUARIO;NAO
DELTA;GEN_AUDITINTERGLASSTRECHO;NUMORDEM;SIM
DELTA;GEN_AUDITINTERGLASSTRECHO;OBSNOTAFISCAL;NAO
DELTA;GEN_AUDITINTERGLASSTRECHO;VALANTERIOR;NAO
DELTA;GEN_AUDITINTERGLASSTRECHO;VALATUAL;NAO
DELTA;GEN_AUDITINTERGLASSTRECHO;VALINDICE;NAO
DELTA;GEN_AUDITMOTCORRTIPOEMP;CODALMOXARIFADOMXM;NAO
DELTA;GEN_AUDITMOTCORRTIPOEMP;CODALMOXARIFADOMXMENTRADA;NAO
DELTA;GEN_AUDITMOTCORRTIPOEMP;CODALMOXARIFADOMXMSAIDA;NAO
DELTA;GEN_AUDITMOTCORRTIPOEMP;CODEMPRESA;SIM
DELTA;GEN_AUDITMOTCORRTIPOEMP;CODMOTIVOCORRECAOTIPO;SIM
DELTA;GEN_AUDITMOTCORRTIPOEMP;CODTIPOOPERACAOMXM;NAO
DELTA;GEN_AUDITMOTCORRTIPOEMP;CODTIPOOPERACAOMXMENTRADA;NAO
DELTA;GEN_AUDITMOTCORRTIPOEMP;CODTIPOOPERACAOMXMSAIDA;NAO
DELTA;GEN_AUDITMOTCORRTIPOEMP;DATAUDITORIA;NAO
DELTA;GEN_AUDITMOTCORRTIPOEMP;DSCACTION;NAO
DELTA;GEN_AUDITMOTCORRTIPOEMP;DSCAUDITORIA;NAO
DELTA;GEN_AUDITMOTCORRTIPOEMP;DSCCONTROLE;NAO
DELTA;GEN_AUDITMOTCORRTIPOEMP;DSCTERMINAL;NAO
DELTA;GEN_AUDITMOTCORRTIPOEMP;IDTENTRADASAIDA;SIM
DELTA;GEN_AUDITMOTCORRTIPOEMP;NOMUSUARIO;NAO
DELTA;GEN_AUDITMOTCORRTIPOEMP;OBSNOTAENTRADA;NAO
DELTA;GEN_AUDITMOTCORRTIPOEMP;OBSNOTASAIDA;NAO
DELTA;GEN_AUDITMOTCORRTIPOEMP;VALANTERIOR;NAO
DELTA;GEN_AUDITMOTCORRTIPOEMP;VALATUAL;NAO
DELTA;GEN_AUDITORIAA3PLANOACAO;CODA3PLANOACAO;NAO
DELTA;GEN_AUDITORIAA3PLANOACAO;CODLOG;SIM
DELTA;GEN_AUDITORIAA3PLANOACAO;CODREGISTROA3;NAO
DELTA;GEN_AUDITORIAA3PLANOACAO;CODUSUARIO;SIM
DELTA;GEN_AUDITORIAA3PLANOACAO;DATLOG;SIM
DELTA;GEN_AUDITORIAA3PLANOACAO;DSCANTES;NAO
DELTA;GEN_AUDITORIAA3PLANOACAO;DSCCAMPO;SIM
DELTA;GEN_AUDITORIAA3PLANOACAO;DSCDEPOIS;NAO
DELTA;GEN_AUDITORIAA3PLANOACAO;DSCTIPOLOG;SIM
DELTA;GEN_AUDITORIAA3RESPONSAVEL;CODA3RESPONSAVEL;NAO
DELTA;GEN_AUDITORIAA3RESPONSAVEL;CODLOG;SIM
DELTA;GEN_AUDITORIAA3RESPONSAVEL;CODREGISTROA3;NAO
DELTA;GEN_AUDITORIAA3RESPONSAVEL;CODUSUARIO;SIM
DELTA;GEN_AUDITORIAA3RESPONSAVEL;DATLOG;SIM
DELTA;GEN_AUDITORIAA3RESPONSAVEL;DSCANTES;NAO
DELTA;GEN_AUDITORIAA3RESPONSAVEL;DSCCAMPO;SIM
DELTA;GEN_AUDITORIAA3RESPONSAVEL;DSCDEPOIS;NAO
DELTA;GEN_AUDITORIAA3RESPONSAVEL;DSCTIPOLOG;SIM
DELTA;GEN_AUDITORIAAPOLICE;CODITEM;NAO
DELTA;GEN_AUDITORIAAPOLICE;DATAUDITORIA;NAO
DELTA;GEN_AUDITORIAAPOLICE;DSCAUDITORIA;NAO
DELTA;GEN_AUDITORIAAPOLICE;DSCSEGURADORA;NAO
DELTA;GEN_AUDITORIAAPOLICE;NOMUSUARIO;NAO
DELTA;GEN_AUDITORIAAPOLICE;NUMAPOLICE;NAO
DELTA;GEN_AUDITORIAAPOLICE;VALANTERIOR;NAO
DELTA;GEN_AUDITORIAAPOLICE;VALATUAL;NAO
DELTA;GEN_AUDITORIACIDADE;CODAUDITORIA;SIM
DELTA;GEN_AUDITORIACIDADE;CODCIDADE;SIM
DELTA;GEN_AUDITORIACIDADE;CODUSUARIO;SIM
DELTA;GEN_AUDITORIACIDADE;DATAUDITORIA;NAO
DELTA;GEN_AUDITORIACIDADE;DSCANTES;NAO
DELTA;GEN_AUDITORIACIDADE;DSCAUDITORIA;NAO
DELTA;GEN_AUDITORIACIDADE;DSCDEPOIS;NAO
DELTA;GEN_AUDITORIACIDADE;DSCTELA;NAO
DELTA;GEN_AUDITORIACLIENTECARTA;CODCLIENTE;SIM
DELTA;GEN_AUDITORIACLIENTECARTA;DATCARTA;SIM
DELTA;GEN_AUDITORIACLIENTECARTA;DSCCARTA;SIM
DELTA;GEN_AUDITORIACLIENTECARTA;NOMUSUARIO;SIM
DELTA;GEN_AUDITORIACLIENTECNAE;CODAUDCLICNAE;SIM
DELTA;GEN_AUDITORIACLIENTECNAE;CODCLIENTE;NAO
DELTA;GEN_AUDITORIACLIENTECNAE;CODCNAE;NAO
DELTA;GEN_AUDITORIACLIENTECNAE;DATAUDITORIA;NAO
DELTA;GEN_AUDITORIACLIENTECNAE;DSCAUDITORIA;NAO
DELTA;GEN_AUDITORIACLIENTECNAE;NOMUSUARIO;NAO
DELTA;GEN_AUDITORIACLIENTECNAE;OBSMOTIVOEXCLUSAOCNAE;NAO
DELTA;GEN_AUDITORIACLIENTEFILIAL;CODCLIENTEFILIAL;NAO
DELTA;GEN_AUDITORIACLIENTEFILIAL;CODCLIENTEMATRIZ;NAO
DELTA;GEN_AUDITORIACLIENTEFILIAL;CODFILIALANTERIOR;NAO
DELTA;GEN_AUDITORIACLIENTEFILIAL;CODMATRIZANTERIOR;NAO
DELTA;GEN_AUDITORIACLIENTEFILIAL;CODUSUARIO;NAO
DELTA;GEN_AUDITORIACLIENTEFILIAL;DATAUDITORIA;NAO
DELTA;GEN_AUDITORIACLIENTEFILIAL;DSCOCORRENCIA;NAO
DELTA;GEN_AUDITORIACLIENTEFOTO;CODCLIENTE;NAO
DELTA;GEN_AUDITORIACLIENTEFOTO;CODUSUARIO;NAO
DELTA;GEN_AUDITORIACLIENTEFOTO;DATAUDITORIA;NAO
DELTA;GEN_AUDITORIACLIENTEFOTO;DSCAUDITORIA;NAO
DELTA;GEN_AUDITORIACLIENTEFOTO;LOBIMAGEM;NAO
DELTA;GEN_AUDITORIACONHECIMENTO;CODEMPORIG;SIM
DELTA;GEN_AUDITORIACONHECIMENTO;CODSERIECONHECIMENTO;SIM
DELTA;GEN_AUDITORIACONHECIMENTO;CODTRANSPORTADOR;SIM
DELTA;GEN_AUDITORIACONHECIMENTO;DATAUDITORIA;NAO
DELTA;GEN_AUDITORIACONHECIMENTO;DSCACTION;NAO
DELTA;GEN_AUDITORIACONHECIMENTO;DSCAUDITORIA;NAO
